Grandke Gerhard;;;Die Stadt als Dienstleistungsunternehmen;das Sanierungskonzept der Stadt Offenbach am Main;;;3-593-35167-6;93-98;Druckerzeugnis;In: Steger- Ulrich: Lean Administration: Die Krise der öffentlichen Verwaltung als Chance;Haupt-Bibliothek;;Frankfurt;Campus;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Flockermann Paul Gerhard;;;Flockermann-Paul G. ();Die Mehrwertsteuer in der Bundesrepublik Deutschland;;;;37-45;Druckerzeugnis;In: Deutsche Gesellschaft für Betriebswirtschaft, (Hrsg.): Besteuerung der Wirtschaft in der EWG - Praxis von heute und morgen. 3. A.;Haupt-Bibliothek;;;;;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
Schöndube Claus;;;Europa-Taschenbuch;;;;;225;Druckerzeugnis;;Haupt-Bibliothek;FA 108;Bonn;Europa Union Verlag GmbH;1971;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";Finanzwirtschaft supranationaler Behörden
Dann Wilfried;;;Grenzüberschreitende Unternehmensberatung;Neue Aufgaben für den Steuerberater;;;-;23-44;Druckerzeugnis;In: Dann, Wilfried, Ehrlicher, Werner & etc., (Hrsg.): Unternehmenspolitik und Internationale Besteuerung;Haupt-Bibliothek;;;;;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;
Wilson Earl R.;;;Financial Reporting by State and Local Governments;A Survey of Preferences among Alternative Formats;;;0-910065-34-9;118;Druckerzeugnis;;Haupt-Bibliothek;VE 180 03;Norwalk;GASB;1990;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Long Andrew F.;;;Evaluating Health Services;from Value for Money to the Valuing of Health Services;;;0 631 16961 X;59-72;Druckerzeugnis;In: Pollitt-Christopher: Handbook of Public Services Management;Haupt-Bibliothek;;Oxford;Blackwell;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Jens Uwe;;;Grenzen der Globalsteuerung;;;;3.434.30164.X;107-116;Druckerzeugnis;In: Fleischle Gerhard/Krüper Manfred (Hrsg.): Investitionslenkung - Überwindung oder Ergänzung der Marktwirtschaft?;Haupt-Bibliothek;;Frankfurt;Europäische Verlagsanstalt;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Jung Mathias;;;Einkommensteuerliche Abgrenzung des gewerblichen Grundstückhandels;;;;3-428-08579-5;277;Druckerzeugnis;;Haupt-Bibliothek;KB 144;Berlin;Duncker & Humblot;1998;KB;;;Ausländisches Steuerrecht;Deutschland;
de Silva K. E. A.;;;Money Supply-Inflation and the Balance of Payments in Sri Lanka (1959-74);;;;0.7146.3077.2;22-36;Druckerzeugnis;In: Ayre P. C. I. (Hrsg.): Finance in Developing Countries;Haupt-Bibliothek;;London;Frank Cass;;YM;;;Wirtschaftswissenschaften;Internationaler Handel. Zahlungsbilanz und Wechselkurse;
Institut für Orts-, Regional- und Landesplanung an der ETH (ORL);;;Industriestandorte;;;;;257 + Karten;Druckerzeugnis;Untersuchung zur räumlichen Ordnung der Industrie in der Schweiz;Haupt-Bibliothek;AJ 142;Zürich;;1967;YY;;;Wirtschaftswissenschaften;Regionale Wirtschaftspolitik. Stadtplanung;
Reichard Christoph;;;Die internationale Entwicklung im Ueberblick;;;;3-555-01001-8;46447;Druckerzeugnis;In: Kommunale Managementkonzepte in Europa: Banner-Gerhard;Haupt-Bibliothek;;Köln;Deutscher Gemeindeverlag;;YL3;YQ;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Spezielle Betriebswirtschaftslehren";Finanzwirtschaft untergeordneter Gebietskörperschaften
Galbis Vicente;;;Financial Intermediation and Economic Growth in Less-Developed Countries;A Theoretical Approach;;;0.7146.3077.2;58-72;Druckerzeugnis;In: Ayre P. C. I. (Hrsg.): Finance in Developing Countries;Haupt-Bibliothek;;London;Frank Cass;;YM;;;Wirtschaftswissenschaften;Internationaler Handel. Zahlungsbilanz und Wechselkurse;
Hirai Genj;;;Finanzpsychologische Aspekte der Staatsfinanzen;;;;3.8047.1003.4;111-119;Druckerzeugnis;In: Zimmermann Horst (Hrsg.): Die Zukunft der Staatsfinanzierung;Haupt-Bibliothek;;Stuttgart;Wissenschaftliche Verlagsgesellschaft;1988;YL1;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Allgemeines
Marquette R. Penny;Marquette Jesse F.;;Political Science Theories and Implications for Governmental Accounting Research;;;;1-55938-544-8;77-94;Druckerzeugnis;In: Chan- James L.: Governmental and Nonprofit Accounting;Haupt-Bibliothek;;Middlesex;Jai Press Inc.;1994;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Seicht Gerhard;;;Geldentwertung-Gewinnermittlung und Einkommensbesteuerung;;;;-;207-230;Druckerzeugnis;In: Dann, Wilfried, Ehrlicher, Werner & etc., (Hrsg.): Unternehmenspolitik und Internationale Besteuerung;Haupt-Bibliothek;;;;;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;
König Herbert;;;Dynamische Verwaltung;;;;3-87959-062-1;99;Druckerzeugnis;Beiträge zur modernen Verwaltung;Haupt-Bibliothek;EA 168;Stuttgart;Bonn aktuell;1979;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Holoubek Michael;;;Grundsätze des verfassungsgerichtlichen Verfahrens;;;;-;13-29;Druckerzeugnis;In: Holoubek, Michael & Lang, Michael, (Hrsg.): Das verfassungsgerichtliche Verfahren in Steuersachen;Haupt-Bibliothek;;;;;KB;;;Ausländisches Steuerrecht;Deutschland;
de Bont Guido;Essers Peter;Kemmeren Eric;Fiscal versus Commercial Profit Accounting in the Netherlands-France and Germany;;;;90-70125-91-9;150;Druckerzeugnis;;Haupt-Bibliothek;LC 0930;Amsterdam;IBFD;1996;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Heimann Maurice;;;La comtabilité publique en Suisse du budget au compte d'Etat;;;;;198;Druckerzeugnis;;Haupt-Bibliothek;VA 116;Genf;Les Editions RADAR, Dr. Lokav;1947;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
IFF;;;Finanzausgleich im Kanton St.Gallen;19.9. und 4.11.1985;;;-;;Druckerzeugnis;Kursunterlagen für das Seminar in St.Gallen und Jona;Haupt-Bibliothek;VC 190;St. Gallen;IFF;1985;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
OECD;;;Energy Prices and Taxes;;;;-;359;Druckerzeugnis;Second Quarter 1992;Haupt-Bibliothek;QA 113;Paris;OECD;1992;QA;;;Verbrauchsteuern;Allgemein;
Giscard d'Estaing Valériy M.;;;Le Bulletin de l'économie et des finances;;;;4 071003 5;186;Druckerzeugnis;Nr. 67, Juillet-Septembre 1974;Haupt-Bibliothek;EA 145;Paris;Imprimerie Nationale;1974;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Hack Hans;;;Bedingungen erfolgreicher kommunaler Sparstrategien;;;;-;125-132;Druckerzeugnis;In: Mäding-Heinrich: Haushaltsplanung - Haushaltsvollzug - Haushaltskontrolle;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Friedmann Bernhard;;;Ergänzende Kriterien der Finanzierung öffentlicher Unternehmen;;;;;2;Druckerzeugnis;;Separata;EF Sep. 11;;;1969;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
IFF;;;Intensivkurs im Steuerrecht zur 9. Auflage von Band I 'Steuerrecht' (Höhn/Waldburger);12./13.2.2001 und 19./20.3.2001;;;-;;Druckerzeugnis;Kursdokumentation;Haupt-Bibliothek;JA 162 1;St. Gallen;IFF;2001;JA;;;Allgemeine Steuerrechtsliteratur;Allgemeines, Lehrbücher;
Margairaz André;;;La fraude et l'évasion fiscales sur le plan international;;;;;111-128;Druckerzeugnis;In: Parisis, A., u.a. , (Hrsg.): Problèmes fiscaux d'aujourd'hui - 2ème série (1963-1965) Grande Bretagne, Tiers monde, Marché Commun, Fiscalité internationale, Economie. Bruxelles: Ecole supérieure des sciences fiscales, 1965 (Collection scientifique);Haupt-Bibliothek;;Bruxelles;Ecole supérieure des sciences fiscales;;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Becker Gerhard;;;Bürgerschaftliche Teilnahme an der kommunalen Selbstverwaltung;;;;3-445-01937-1;69-94;Druckerzeugnis;In: Gabriel Oscar W./andere: Kommunalpolitik im Wandel der Gesellschaft;Haupt-Bibliothek;;Königstein;Anton Hain;;YL3;YQ;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Spezielle Betriebswirtschaftslehren";Finanzwirtschaft untergeordneter Gebietskörperschaften
Huber Wolf;;;Gemeindeabgaben und kommunale Wirtschaftsstrutur;Ein Beitrag zur kommunalen Finanzstatistik;;;;17-;Druckerzeugnis;in: WIST Inf.Nr. 46 September 1979;Separata;EC Sep. 08;;;1979;YL3;YQ;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Spezielle Betriebswirtschaftslehren";Finanzwirtschaft untergeordneter Gebietskörperschaften
Clémence Alain;Gobet Pierre;Höpflinger François;Generationenbeziehungen und Altersbilder;;;;;55;Druckerzeugnis;Ergebnisse einer empirischen Studie;Haupt-Bibliothek;AF 251;Frauenfeld;Genius Druck AG;1994;YX;;;Wirtschaftswissenschaften;Sozialpolitik. Gesundheitswesen. Bildungsökonomie;
Klein Armin;;;Parteien und Wahlen in der Kommunalpolitik;;;;3-445-01937-1;94-118;Druckerzeugnis;In: Gabriel Oscar W./andere: Kommunalpolitik im Wandel der Gesellschaft;Haupt-Bibliothek;;Königstein;Anton Hain;;YL3;YQ;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Spezielle Betriebswirtschaftslehren";Finanzwirtschaft untergeordneter Gebietskörperschaften
Gross Volker;;;Das Anstellungsverhältnis des GmbH-Geschäftsführers im Zivil--Arbeits--Sozialversicherungs- und Steuerrecht;;;;;421;Druckerzeugnis;Rechtsfragen der Handelsgesellschaften, Heft 53;Haupt-Bibliothek;PL 318;Köln;Otto Schmidt;1987;PL;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Gewinnsteuer der Kapitalgesellschaften;
Funk Joachim;;;Haushaltskonsolidierung unverzichtbar;;;;-;43711;Druckerzeugnis;IFSt-Schrift 335;Haupt-Bibliothek;;;;;YL2;YL7;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder"
Heller Walter W.;;;Coming to Terms with Growth and the Environment;;;;0.8018.1414.6 cloth 0.8018.1553.3 paper;47178;Druckerzeugnis;In: Schurr-Sam H. (Hrsg.): Energy, Economic Growth, and the Environment;Haupt-Bibliothek;;Baltimore;Johns Hopkins University;;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;
Hansmeyer Karl-Heinrich;;;Neue Dimensionen der Energiebesteuerung;Die Diskussion um eine CO2-Abgabe;;;3.16.145648.3;267-284;Druckerzeugnis;In: Bea Franz Xaver/Kitterer Wolfgang (Hrsg.): Finanzwissenschaft im Dienste der Wirtschaftspolitik;Haupt-Bibliothek;;Tübingen;J.C.B. Mohr;1990;YL1;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Allgemeines
Felix Günther;Korn Klaus;Söffing Günter;Einkommensteuer-Forum 1985;;;;;106;Druckerzeugnis;Kölner Steuer-Arbeitsunterlagen, Einkommensteuer, Bd. 4;Haupt-Bibliothek;PE 0173;Köln;Arbeitskreis für Steuerrecht;1985;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
IFF;;;IFF-Weiterbildungskurs in Steuerrecht für Kaderkräfte;29.9.-3.10. und 21.-24.10.1969;;;-;;Druckerzeugnis;Kursunterlagen;Haupt-Bibliothek;JA 180 1;St. Gallen;IFF;1969;JA;;;Allgemeine Steuerrechtsliteratur;Allgemeines, Lehrbücher;
Handwerker- und Gewerbeverband der Stadt Bern;;;Eine neue Submissionsverordnung im Kt. Bern;;;;;12;Druckerzeugnis;;Separata;BB Sep. 04;;;1968;YL1;YR;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Gewerbepolitik. Einzelne Wirtschaftszweige";Allgemeines
Barlett Randall;;;Economic Foundations of Political Power;;;;;206;Druckerzeugnis;;Haupt-Bibliothek;AA 155;New York;The Free Press;1973;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;
Harris Lowell C.;Labovitz I. M.;;Federal-State-Local Fiscal Relationships;;;;;489;Druckerzeugnis;Symposium conducted by the Tax Institute of America;Haupt-Bibliothek;CA 137;Princeton;Tax Institute of America;1968;YL7;YL8;YL9;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder-	Betriebswirtschaftliche Steuerlehre"
Dornbusch Hans-Ludwig;;;Zur Struktur familienpolitischer Massnahmen in Deutschland;;;;-;76;Druckerzeugnis;IFSt-Schrift 460;Haupt-Bibliothek;;;;;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;
Geppaart Ch. P. A.;;;Fiscale Rechtsvinding;Een onderzoek naar de rechtsvinding door de rechter in belastingzaken in het bijzonder aan de hand van de rechtspraak in de periode 1 maart 1957-1 maart 1965;;;;211;Druckerzeugnis;;Haupt-Bibliothek;JD 321;Amsterdam;NV Uitgeverij Fed;1965;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;
Schmid Allan A.;Faas Ronald C.;;Medical Cost Containment;An Empirical Application of Neo-Institutional Economic Theory;;;0.89838.049.9;179-187;Druckerzeugnis;In: Samuels Warren J./Schmid Allan A. (Hrsg.): Law and Economics: An Institutional Perspective;Haupt-Bibliothek;;Boston;Martinus Nijhoff;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Biehal Franz;;;Dienstleistungsmanagement und die schlanke Organisation;;;;-;25082;Druckerzeugnis;In: Biehal Franz/andere (Hrsg.): Lean Service;Haupt-Bibliothek;;;;;YP;;;Wirtschaftswissenschaften;Allgemeine Betriebswirtschaftslehre;
Littmann Konrad;;;Haushaltnotlagen als Anspruchsgrundlage für Bundesergänzungszuweisungen;;;;3.16.145648.3;307-321;Druckerzeugnis;In: Bea Franz Xaver/Kitterer Wolfgang (Hrsg.): Finanzwissenschaft im Dienste der Wirtschaftspolitik;Haupt-Bibliothek;;Tübingen;J.C.B. Mohr;1990;YL1;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Allgemeines
Baestlein Angelika;Hunnius Gerhard;;State Grants and Local Development Planning in the Federal Republic of Germany;;;;0.8039.9880.5 0.8039.9881.3;115-142;Druckerzeugnis;In: Hanf-Kenneth- Scharpf-Fritz W. (Hrsg.): Interorganizational Policy Making - Limits to Coordination and Central Control;Haupt-Bibliothek;;London;Sage;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Peat Marwick Mitchell & Co.;;;International Tax Study;Corporate Tax Procedures Around the World;;;;73;Druckerzeugnis;;Haupt-Bibliothek;KA 318;New York;Peat Marwick Mitchell;1979;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
Knospe Dieter;;;Ökonomische Probleme der Besteuerung von Alterseinkünften;;;;;72;Druckerzeugnis;IFSt-Schrift 340;Haupt-Bibliothek;;;;;PC;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommensteuer allgemein;
Clark Terry Nichols;;;Program for a New Public Choice;;;;-;46813;Druckerzeugnis;In: Chan- James L.: Governmental and Nonprofit Accounting;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Ruhrmann Georg;;;Öffentliche Meinung;;;;3-531-12373-4;40-53;Druckerzeugnis;In: Dammann-Klaus- und andere: Die Verwaltung des politischen Systems;Haupt-Bibliothek;;Opladen;Westdeutscher Verlag;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Nachtkamp Hans H.;;;Stabilisierungspolitik mit Hilfe kapazitätsfördernder Staatsausgaben?;;;;3.16.336431.4 (Kt.) 3.16.336432.2 (Ln.);113-141;Druckerzeugnis;In: Gahlen-Bernhard- Schneider-Hans Karl (Hrsg.): Grundfragen der Stabilitätspolitik;Haupt-Bibliothek;;Tübingen;J.C.B. Mohr;;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;
wf Dokumentationsdienst;;;Die Schweiz und die EWG;;;;;2;Druckerzeugnis;Wirtschaftsförderung, Nr. 50;Separata;FB Sep. 013;;;1971;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";Finanzwirtschaft supranationaler Behörden
Schweizerischer Bankverein;;;Investitionen und Ersparnis in der Schweiz im Jahrzehnt 1960;1969;;;;13;Druckerzeugnis;;Separata;AE Sep. 10;;Schweizerischer Bankverein;1970;YJ;;;Wirtschaftswissenschaften;Volkswirtschaftliches Rechnungswesen. Sonstiges, einzelnen Gruppen nicht zuweisbares statistisches Material;
Weisser Gerhard;;;Die Ziele gemeinwirtschaftlicher Unternehmen;Methoden ihrer Festlegung;;;;4;Druckerzeugnis;;Separata;EF Sep. 21;;;1969;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Albert Markus;;;DBA-Verständigungsverfahren;Probleme und Verbesserungsvorschläge;;;-;63;Druckerzeugnis;IFSt-Schrift 457;Haupt-Bibliothek;;;;;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
EG-Kommission;;;Energie in Europa Nummer 2-August 1985;;;;;59;Druckerzeugnis;Energiepolitiken und Entwicklungen in der Europäischen Gemeinschaft;Haupt-Bibliothek;FB 155 1;Luxemburg;EG;1985;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";Finanzwirtschaft supranationaler Behörden
Pohl Rüdiger;;;Grundzüge einer liquiditätstheoretische Konzeption für die Zentralbankpolitik;;;;;21-39;Druckerzeugnis;In: Köhler-Claus (Hrsg.): Geldpolitik - kontrovers;Haupt-Bibliothek;;Köln;Bund-Verlag;;YK;;;Wirtschaftswissenschaften;Geld, Kredit- und Bankwesen. Bankbetriebslehre;
Samuels Warren J.;;;Ecosystem Policy and the Problem of Power;;;;0.89838.049.9;111-127;Druckerzeugnis;In: Samuels Warren J./Schmid Allan A. (Hrsg.): Law and Economics: An Institutional Perspective;Haupt-Bibliothek;;Boston;Martinus Nijhoff;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Lüdicke Jürgen;;;Doppelansässigkeit-Ansässigkeitswechsel und Progressionsvorbehalt;;;;-;731-750;Druckerzeugnis;In: Dann, Wilfried, Ehrlicher, Werner & etc., (Hrsg.): Unternehmenspolitik und Internationale Besteuerung;Haupt-Bibliothek;;;;;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;
Faiss Friedrich;Lang Manfred;Faiss Konrad;Kommunales Wirtschaftsrecht in Baden-Württemberg;;;;3-415-01984-5;792;Druckerzeugnis;Systematische Darstellung zur Finanzwirtschaft der Kommunen - 6. A.;Haupt-Bibliothek;VF 128;Stuttgart;Richard Boorberg;1995;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Tess Wolfgang;;;Die Veranlagung zur Erbschaftsteuer-Grunderwerbsteuer-Kraftfahrzeugsteuer- Andere Verkehrsteuern für 2002;Bewertungsgesetz;;;3-8021-0968-6;994;Druckerzeugnis;Anlagen / Rechtsprechung / Nebengesetze / Stichwortverzeichnis - 6. A.;Haupt-Bibliothek;LD 177;Düsseldorf;IDW-Verlag;2002;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;
Linard Pierre;;;Les budgets des régions;;;;4 071003 5;105-114;Druckerzeugnis;In: Giscard d'Estaing-Valériy M.- und diverse andere: Le Bulletin de l'économie et des finances;Haupt-Bibliothek;;;Imprimerie Nationale;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Pommerehne Werner W.;Kirchgässner Gebhard;;Gesamtwirtschaftliche Effizienz-gesellschaftliche Umverteilung und Wachstum der Staatstätigkeit;Ein Überblick;;;3.8047.1003.4;206-241;Druckerzeugnis;In: Zimmermann Horst (Hrsg.): Die Zukunft der Staatsfinanzierung;Haupt-Bibliothek;;Stuttgart;Wissenschaftliche Verlagsgesellschaft;1988;YL7;YL8;YL9;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder-	Betriebswirtschaftliche Steuerlehre"
Peacock Alan;;;Stabilisation and Distribution Policy;;;;3.428.04152.6;91-105;Druckerzeugnis;In: Pfaff Martin/andere (Hrsg.): Grenzen der Umverteilung;Haupt-Bibliothek;;Berlin;Duncker & Humblot;1978;YL1;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Allgemeines
Baldersheim Harald;;;Die 'Free Commune Experiments' in Skandinavien;Ein vergleichender Ueberblick;;;3-555-01001-8;27-43;Druckerzeugnis;In: Kommunale Managementkonzepte in Europa: Banner-Gerhard;Haupt-Bibliothek;;Köln;Deutscher Gemeindeverlag;;YL3;YQ;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Spezielle Betriebswirtschaftslehren";Finanzwirtschaft untergeordneter Gebietskörperschaften
