Flick Hans;Wassermeyer Franz;Baumhoff Hubertus;Aussensteuerrecht;Bd. III;0;0;3-504-26041-6;;Loseblattwerk;Kommentar;KB 308 3;KÃ¶ln;Otto Schmidt;2017;iff_doc_missing;CSV line 1;155189379;0;0;;;
Fachinstitut der Steuerberater;0;0;Steuerberater-Jahrbuch 2008/09;0;0;0;978-3-504-62654-9;435;Druckerzeugnis;zugleich Bericht über den 60. Fachkongress der Steuerberater Köln, 21. und 22. Oktober 2008;JB 136;Köln;Otto Schmidt;2009;journal;;;;;;;
Schelbert-Syfrig Heidi;Harabi Najib;Halbherr Philipp;Schweizerische Volkswirtschaft unter Innovationsdruck;0;0;0;3.258.03524.5;114;Druckerzeugnis;0;AG 383;Bern;Paul Haupt;1985;bestcase;202062;;;;;;
Häuser Karl;0;0;Produktivitätsentwicklung staatlicher Leistungen;0;0;0;3.428.05760.0;286;Druckerzeugnis;0;BA 130;Berlin;Duncker & Humblot;1985;bestcase;290923;;;;;;
Daviter J.;Könke J.;Graf Schwerin O.;Steuernorm und Steuerwirklichkeit-Band I Steuertechnik und Steuerpraxis in Frankreich-Grossbritannien-Italien und Deutschland;0;0;0;0;305;Druckerzeugnis;0;CA 144;Köln;Westdeutscher Verlag;1969;leave;994089;;;;;;
Wissenschaftlicher Beirat der Gesellschaft für öffentliche Wirtschaft und Gemeinwirtschaft;0;0;Öffentliche Unternehmen im Spannungsfeld der Privatisierungsdiskussion;0;0;0;0;70-;Druckerzeugnis;in: Zeitschrift für öffentliche und gemeinwirtschaftliche Unternehmen;EG Sep. 06;0;0;1985;leave;994096;;;;;;
Vito Francesco;Giarda Diono Piero;;Problemi economici e finanziari delle regioni;0;0;0;0;140;Druckerzeugnis;0;AJ 146;Milano;Società Editrice 'Vita e Pensiero';1966;replacefromSwissbib;994102;110052056;0;0;https://www.swissbib.ch/Record/110052056;;
Schröck Jörg;0;0;Steuersystem und Formwechsel;0;0;0;3-428-09343-7;256;Druckerzeugnis;Eine Systemanalyse des ertragsteuerneutralen Wechsels zwischen Kapital- und Personenhandelsgesellschaftsformen auf der Grundlage des Übertragungsmodells nach §§ 14, 25 UmwStG;KB 145;Berlin;Duncker & Humblot;1998;bestcase;175193;;;;;;
Hotz Beat;0;0;Politik zwischen Staat und Wirtschaft;0;0;0;3.7253.0099.2;424;Druckerzeugnis;Verbandsmässige Bearbeitung wirtschaftspolitischer Probleme und die daraus resultierenden Konsequenzen für die Aktivitäten des Staates im Falle der Schweiz;AK 1039;Diessenhofen;Rüegger;1979;HSB01duplicate;994119;107813;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=107813;;
Mohr;Otto;0;Organisationsveränderung in der Finanzverwaltung aufgrund der Steuerreform-2. Teil und des Beitrittes zur Europäischen Gemeinschaft;0;0;0;0;45;Druckerzeugnis;0;EE Sep. 14;Wien;Institut für Finanzwissenschaft und Steuerrecht;1995;leave;994126;;;;;;
Winfrey John C.;0;0;Public Finance Public Choices and the Public Economy;0;0;0;0.06.047156.5;590;Druckerzeugnis;0;AK 0413;New York;Harper & Row, Publishers;1973;HSB01duplicate;994133;204665;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=204665;;
OECD;0;0;Public Management Developments;Survey 1993;0;0;92-64-13966-4;196;Druckerzeugnis;0;EH 120 2;Paris;OECD;1993;bestcase;726513;;;;;;
Brodtrick Otto;Paton Richard;0;Constraints to productive management in the public service;0;0;0;0;0;Druckerzeugnis;In: Auditor General of Canada- Brodtrick-Otto: Revitalizing Public Services Why do serious managerial weaknesses persist, in spite of conscientious efforts to overcome them?;;Ottawa;Auditor General;;leave;994148;;;;;;
Schiller Christian;0;0;Staatsausgaben und crowding-out-Effekte;0;0;0;3.8204.7503.6;186;Druckerzeugnis;Zur Effizienz einer Finanzpolitik keynesianischer Provenienz;BG 133;Frankfurt;Peter Lang;1983;replacefromSwissbib;994157;271343028;0;0;https://www.swissbib.ch/Record/271343028;;
OECD;0;0;Politique Budgetaire et Equilibre Economique;0;0;0;0;220;Druckerzeugnis;Leçons du Passé. Problèmes et Perspectives;AG 164;0;OECD;1968;leave;994165;;;;;;
Lampert Michael;0;0;Performance Monitoring and Output-Based Measures of Efficiency;0;0;0;0;23;Druckerzeugnis;0;VE Sep. 07;Sydney;Government Printing Service;1992;leave;994173;;;;;;
Strebel Heinz;0;0;Betriebswirtschaftslehre und öffentliche Verwaltung;0;0;0;3-7890-0212-7;Sep 25;Druckerzeugnis;In: Kiefer-Dieter- Strebel-Heinz- Wolff-Reinhard: Oekonomische Fragen der öffentlichen Verwaltung II;;Baden-Baden;Nomos;;leave;994183;;;;;;
Jäggi Hanspeter;0;0;Staatsschuld und Schuldenpolitik des Kantons Bern;0;0;0;0;125;Druckerzeugnis;Dissertation zur Erlangung der Würde eines Doktors der Wirtschafts- und Sozialwissenschaften, vorgelegt der rechts-, wirtschafts- und sozialwissenschaftlichen Fakultät der Uni Freiburg in der Schweiz;DD 104;Aarau;Buchdruckerei Keller AG;1967;bestcase;358382;;;;;;
Crouch Colin;0;0;The Drive for Equality;Experience of Incomes Policy in Britain;0;0;0.669.99382.4;215-241;Druckerzeugnis;In: Lindenberg-Leon N. (Hrsg.): Stress and Contradiction in Modern Capitalism;;London;Lexington Books;;leave;994198;;;;;;
Wacker Wilhelm H.;0;0;Steuerlexikon;0;0;0;3 8006 0472 8;486;Druckerzeugnis;0;JA 124;München;Franz Vahlen;1975;reimportFromSwissbib;994207;271546999;0;0;https://www.swissbib.ch/Record/271546999;;
Henry-Meininger Marie-Christine;Siedentopf Heinrich;Delpérée Francis;Les fonctions publiques de l'europe des douze;0;0;0;0;379-574;Druckerzeugnis;Revue française d'Administration Publique, Nr. 55, 1990;EA 235;Paris;Institut international d'administration publique;1990;leave;994214;;;;;;
Hürlimann H.;0;0;Wirtschaft ohne Staat?;0;0;0;-;04. Sep;Druckerzeugnis;In: Stiftung Dialog (Hrsg.): Politik und Wirtschaft;AC Sep. 05;Rheineck;Dialog;;leave;994223;;;;;;
Diethelm Kurt;0;0;Möglichkeiten einer staatlichen Eigentumssteuerungspolitik unter Berücksichtigung schweizerischer Verhältnisse;0;0;0;0;177;Druckerzeugnis;Dissertation der Hochschule St. Gallen, Nr. 276;AH 108;Winterthur;Hans Schellenberg;1968;leave;994232;;;;;;
Kubaile Heiko;Suter Roland;Jakob Walter;Der Steuer- und Investitionsstandort Schweiz;0;0;0;978-3-482-54822-2;775;Druckerzeugnis;2. A.;JA 177 2;Herne;Neue Wirtschaftbriefe;2009;replacefromSwissbib;994240;25639136X;0;0;https://www.swissbib.ch/Record/25639136X;;
Kovacs Yvette;0;0;No Taxation without Representation Die Gesetzesdelegation im Steuerrecht unter besonderer Berücksichtigung des zürcherischen Steuergesetzes;0;0;0;3 7255 2914 0;211;Druckerzeugnis;0;JD 213;Zürich;Schulthess;1991;bestcase;30745;;;;;;
Fischer Lutz;Strunk Günther;0;Steuerliche Aspekte des Electronic Commerce;0;0;0;3-504-61515-X;179;Druckerzeugnis;Forum der Internationalen Besteuerung, Bd. 15;LD 167;Köln;Otto Schmidt;1998;reimportFromSwissbib;994255;271551984;0;0;https://www.swissbib.ch/Record/271551984;;
Davis Morton D.;0;0;Spieltheorie für Nichtmathematiker;0;0;0;3.486.43702.X;205;Druckerzeugnis;Mit einem Vorwort von Oskar Morgenstern, Scientia Nova;AK 1207;München;R. Oldenbourg;1993;HSB01duplicate;994262;65696;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=65696;;
Gericke Dieter;0;0;Private Equity II;0;0;0;978-3-7255-6668-6;248;Druckerzeugnis;Rechtliche, steuerliche und regulatorische Aspekte von Buy-out bis Exit. Europa-Institut an der Uni Zürich, Bd. 132;PE 0571;Zürich;Schulthess;2012;bestcase;562027;;;;;;
Koller Thomas;0;0;Stiftungen und Steuern;0;0;0;-;99;Druckerzeugnis;Sonderdruck aus: Europa Institut Zürich Die Stiftung in der juristischen und wirtschaftlichen Praxis- hrsg. von Hans Michael Riemer;PN 415;Zürich;Schulthess;2001;leave;994279;;;;;;
Winterstein Helmut;0;0;Leitbilder und Zielsysteme der Sozialpolitik in der Bundesrepublik Deutschland;0;0;0;3.428.02934.8;77-99;Druckerzeugnis;In: Sanmann-Horst (Hrsg.): Leitbilder und Zielsysteme der Sozialpolitik;;Berlin;Duncker & Humblot;;leave;994288;;;;;;
Schmidt Kurt;0;0;Öffentliche Finanzen und Umweltpolitik II;0;0;0;3.428.06621.9;103;Druckerzeugnis;0;AC 289;Berlin;Duncker & Humblot;1989;leave;994296;;;;;;
Eckhardt Walter;Hillebrecht Arno;0;Problematik rückwirkender Steuergesetze;0;0;0;-;100;Druckerzeugnis;Unternehmen und Steuer (Schriftenreihe zur betrieblichen Steuerlehre), 3. Folge, Heft 3;JD 109;Köln;Carl Heymanns;1960;bestcase;125661;;;;;;
IFSt;0;0;IFSt-Schrift 455;0;0;0;3-89737-150-2;98;Druckerzeugnis;Markus Albert, Zur Abwehr von Steuerumgehungen aus deutscher und europäischer Sicht;Z 153 455;Bonn;Institut Finanzen und Steuern;2009;journal;;;;;;;
Kirsch G.;0;0;Die Cost-Benefit-Analyse;Zur Kritik ihrer theoretischen Grundlagen;0;0;3.437.40020.7;69-80;Druckerzeugnis;In: Wittmann-Walter- Kirsch-Guy u. a. (Hrsg.): Nationale Ziele und Soziale Indikatoren;;Stuttgart;Gustav Fischer;;leave;994319;;;;;;
0;0;0;Freiburger Zeitschrift für Rechtsprechung (FZR) 2007;0;0;0;-;472;Druckerzeugnis;Revue Fribourgeoise de Jurisprudence (RFJ);Z 132;Freiburg;Gerichtsschreiberei des Kantonsgerichts;2007;journal;;;;;;;
Management Information Service;0;0;Performance Measurement in Law Enforcement;0;0;0;0;17;Druckerzeugnis;0;EA Sep. 22;Washington;Management Information Service;1995;leave;994336;;;;;;
Lucas J. R.;0;0;On Justice;0;0;0;0.19.824598.X;171;Druckerzeugnis;0;WD 171;Oxford;Clarendon;1980;replacefromSwissbib;994343;265974135;0;0;https://www.swissbib.ch/Record/265974135;;
Gassner Wolfgang;Lang Michael;Lechner Eduard;Personengesellschaften im Recht der Doppelbesteuerungsabkommen;0;0;0;3-7073-0115-X;272;Druckerzeugnis;Die Auswirkungen des OECD-Reports auf die Abkommenspraxis;LC 0226;Wien;Linde;2000;reimportFromSwissbib;994350;266741436;0;0;https://www.swissbib.ch/Record/266741436;;
Borer Jürg;0;0;Massnahmen gleicher Wirkung wie mengenmässige Einfuhrbeschränkungen im Freihandelsabkommen Schweiz-EWG;0;0;0;0;194;Druckerzeugnis;Dissertation der HSG, Nr. 1035, 1988;AK 1199;Bern;Stämpfli;1988;bestcase;7095;;;;;;
Schultz Siegfried;0;0;Makroökonomische Wirkungen der Sozialen Sicherung;0;0;0;0;153;Druckerzeugnis;Einfluss des Sozialleistungssystems auf Preise, Konjunktur und Wachstum;AF 111;Berlin;Duncker & Humblot;1969;HSB01duplicate;994365;351208;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=351208;;
Hamilton City Council;0;0;Report to the Public on Performance 1991-1992;0;0;0;1171-316X;83;Druckerzeugnis;0;VE 198;Hamilton;Hamilton City Council;1992;leave;994373;;;;;;
Schindler Ambros;0;0;Rechnungslegung von Stiftungen;0;0;0;-;419-436;Druckerzeugnis;In: Dann, Wilfried, Ehrlicher, Werner & etc., (Hrsg.): Unternehmenspolitik und Internationale Besteuerung;;;;;leave;994381;;;;;;
Hochman Harold M.;0;0;Public Choice Aspects of Intra-Family Transfers;0;0;0;0;191-202;Druckerzeugnis;In: Roskamp Karl W. (Hrsg.): Public Choice and Public Finance;;Paris;Editions Cujas;;leave;994391;;;;;;
Steiger Alois;0;0;Sozialprodukt oder Wohlfahrt? Kritik am Sozialproduktkonzept;Die Erfassung der Sozialen Kosten der Umweltzerstörung und sonstiger wohlfahrtsfragwürdiger Komponenten;0;0;0;440;Druckerzeugnis;Dissertation der HSG, Nr. 721, 1979;AK 1019;Diessenhofen;Rüegger;1979;HSB01duplicate;994399;490815;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=490815;;
Bundesministerium für Finanzen;0;0;Staatliche Finanzplanung im internationalen Vergleich;0;0;0;0;85;Druckerzeugnis;0;VC 158;Wien;Österreichische Staatsdruckerei;1975;replacefromSwissbib;994407;81715986;0;0;https://www.swissbib.ch/Record/081715986;;
Dahl R. A.;Tufte E. R.;0;Size and Democracy;0;0;0;0.8047.0834.7;142;Druckerzeugnis;0;WD 135;Stanford;Stanford University Press;1973;HSB01duplicate;994415;105738;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=105738;;
Hirsch Werner Z.;Sonenblum Sidney;Teeples Roland K.;Local Government Program Budgeting;Theory and Practice;0;0;0-275-28859-5;216;Druckerzeugnis;With Special Reference to Los Angeles;VB 152;London;Praeger;1974;bestcase;364313;;;;;;
Crane Edgar G.;Lentz Bernard F.;Shafritz Jay M.;State Government Productivity;0;0;0;0-275-56850-4;259;Druckerzeugnis;The Environment for Improvement;EG 118;London;Praeger;1976;HSB01duplicate;994430;363462;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=363462;;
Krause Lawrence B.;0;0;Recent International Monetary Crises;Causes and Cures and Fixed-Flexible and Gliding Exchange Rates;0;0;0;18;Druckerzeugnis;0;AK Sep. 330;Washington;Brookings Institution;1971;leave;994438;;;;;;
Jones Leroy P.;0;0;Selling Public Enterprises;0;0;0;0-262-10041-X;221;Druckerzeugnis;A Cost-Benefit Methodology;EF 185;London;M.I.T. Press;1990;replacefromSwissbib;994447;296224448;0;0;https://www.swissbib.ch/Record/296224448;;
Wollschläger Hermann M.;0;0;Steuerrechtliche Informationsangebote im Internet;0;0;0;3-482-51241-8;217;Druckerzeugnis;0;WD 243;Herne;Neue Wirtschafts-Briefe;2000;reimportFromSwissbib;994456;515928674;0;0;https://www.swissbib.ch/Record/515928674;;
Deutsche Gesellschaft für Betriebswirtschaft;0;0;Perspektiven für die Steuerharmonisierung im Gemeinsamen Markt;0;0;0;0;202;Druckerzeugnis;0;KA 114;Berlin;Deutsche Gesellschaft für Betriebswirtschaft;1971;bestcase;994462;;;;;;
Petzina Dietmar;0;0;Probleme der Finanzgeschichte des 19. und 20. Jahrhunderts;0;0;0;3.428.06698.7;150;Druckerzeugnis;0;AC 288;Berlin;Duncker & Humblot;1989;bestcase;23017;;;;;;
Ruppe Hans Georg;0;0;Österreich und das EG-Steuerrecht;0;0;0;3 85436 067 3;79;Druckerzeugnis;0;KA 132;Wien;Signum-Verlag;1988;replacefromSwissbib;994476;294270175;0;0;https://www.swissbib.ch/Record/294270175;;
Fair D. E.;0;0;Shifting Frontiers in Financial Markets;0;0;0;90.247.3225.5 90.247.2605.0;360;Druckerzeugnis;0;AK 0279;Dordrecht;Martinus Nijhoff;1986;bestcase;287811;;;;;;
Slama Jiri;0;0;Sektorale Strukturpolitik in der sowjetischen Industrie unter dem Aspekt der technologischen Entwicklung;0;0;0;3.428.03167.9;57-77;Druckerzeugnis;In: Watrin-Christian (Hrsg.): Struktur- und stabilitätspolitische Probleme in alternativen Wirtschaftssystemen;;Berlin;Duncker & Humblot;;leave;994491;;;;;;
Hottelier Michel;Foëx Bénédict;0;Les gages immobiliers;0;0;0;3-7190-1793-1;243;Druckerzeugnis;Constitution volontaire et réalisation forcée;WC 105;Basel;Helbing & Lichtenhahn;1999;bestcase;179791;;;;;;
Hackmann Johannes;0;0;Die Bestimmung des steuerrechtlichen Einkommensbegriffs aus finanzwissenschaftlicher Sicht;0;0;0;3.428.05420.2;661-702;Druckerzeugnis;In: Hansmeyer Karl-Heinrich (Hrsg.): Staatsfinanzierung im Wandel;;Berlin;Duncker & Humblot;;leave;994508;;;;;;
Wimmer Helmut;0;0;Die Anpassung der externen Rechenschaftslegung von Aktiengesellschaften an die Körperschaftsteuerreform;0;0;0;0;167;Druckerzeugnis;Beiträge zum Rechnungs-, Finanz- und Revisionswesen, Bd. 6;PE 0394;Frankfurt;Peter Lang;1982;replacefromSwissbib;994513;544662601;0;0;https://www.swissbib.ch/Record/544662601;;
Bernasconi Marco;Pedroli Andrea;0;Lezioni Di Diritto Fiscale Svizzero;0;0;0;88-85372-09-0;658;Druckerzeugnis;Corso della Scuola superiore dei quadri dell'economia e dell'amministrazione (SSQEA);JA 165;Bellinzona;Dipartimento delle istituzioni;1999;bestcase;221679;;;;;;
Henkel Mary;0;0;Performance Review and the Managerial Revolution;0;0;0;1.85302.017.6;Sep 19;Druckerzeugnis;In: Connor-Anne- Black-Stewart (Hrsg.): Performance Review and Quality in Social Care;;London;Jessica Kingsley Publishers;;leave;994527;;;;;;
Löbbe Klaus;0;0;Methoden der mittelfristigen Steuervorausschätzung;0;0;0;3 428 02424 9;198;Druckerzeugnis;Rheinisch-Westfälisches Institut für Wirtschaftsforschung Essen;VC 121;Berlin;Duncker & Humblot;1971;bestcase;361220;;;;;;
Zumbühl Marcel;0;0;Privatisierung staatlicher Wirtschaftstätigkeit;Notwendigkeit und Möglichkeiten?;0;0;3.7255.1907.2;189;Druckerzeugnis;Basler Dissertation;AK 1010;Zürich;Schulthess;1978;HSB01duplicate;994541;204694;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=204694;;
Merten Hans-Lothar;0;0;Steueroasen;0;0;0;3-89623-181-2;432;Druckerzeugnis;Handbuch für flexible Steuerzahler - Ausgabe 2000;JA 146 1;Düsseldorf;Metropolitan Verlag;2000;replacefromSwissbib;994551;321874560;0;0;https://www.swissbib.ch/Record/321874560;;
OECD;0;0;Public Management Developments;Update 1992;0;0;92-64-13729-7;109;Druckerzeugnis;0;EH 120 1;Paris;OECD;1992;HSB01duplicate;994140;31827;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=31827;;
Wysocki Josef;0;0;Politische und ökonomische Probleme des Finanzausgleichs in der Ersten Österreichischen Republik;0;0;0;3.428.06698.7;125-136;Druckerzeugnis;In: Petzina-Dietmar (Hrsg.): Probleme der Finanzgeschichte des 19. und 20. Jahrhunderts;;Berlin;Duncker & Humblot;;leave;994571;;;;;;
Soos Piroska E.;0;0;Selected Bibliography on Income Tax Administration in Developed and Developing Countries;0;0;0;09 70125 43 9;150;Druckerzeugnis;0;KA 337;Amsterdam;IBFD;1989;leave;994579;;;;;;
Chan James L.;0;0;Research in Governmental and Nonprofit Accounting;0;0;0;0-89232-786-3;280;Druckerzeugnis;Volume 3, Part B - 1987;VE 117 4;Greenwich;Jai Press Inc.;1987;HSB01duplicate;995325;994586;Volume 3, Part B - 1987;;https://aleph.unisg.ch/F?func=direct&doc_number=994586;;
Ueltzhöffer Jörg;0;0;Sozialinvestitionen-Produktionsstruktur und öffentlicher Sektor. Zur Entstehung eines sozial-industriellen Komplexes;0;0;0;3.492.02187.5;92-125;Druckerzeugnis;In: Murswieck-Axel (Hrsg.): Staatliche Politik im Sozialsektor;;München;Piper;;leave;994593;;;;;;
Metze Ingolf;0;0;Steuerharmonisierung in einer Wirtschaftsgemeinschaft;0;0;0;0;269;Druckerzeugnis;0;KA 110;Hamburg;Weltarchiv GmbH;1969;bestcase;360354;;;;;;
Piechota Sven;0;0;Einführung eines Controlling-Management-Informationssystems in der Landesgewerbeanstalt Bayern;Bedeutung und Problemschwellen von Management-Informationssystemen im öffentlichen Dienst;0;0;-;237-246;Druckerzeugnis;In: Hichert-Rolf- Moritz-Michael: Management-Informationssysteme;;;;;leave;994611;;;;;;
Shepherd William G.;0;0;Public Enterprise;Eonomic Analysis of Theory and Practice;0;0;0-669-00477-4;233;Druckerzeugnis;0;EF 162;London;Lexington Books;1978;HSB01duplicate;994620;362845;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=362845;;
Busson Terry;Coulter Philip;0;Policy Evaluation for Local Government;0;0;0;0-313-25953-4;243;Druckerzeugnis;0;EG 141;New York;Greenwood;1987;replacefromSwissbib;994627;294908900;0;0;https://www.swissbib.ch/Record/294908900;;
Gilardi Jean;0;0;Steuerliche Hemmnisse auf dem Wege zum europäischen Kapitalmarkt;0;0;0;0;119-136;Druckerzeugnis;In: Deutsche Gesellschaft für Betriebswirtschaft (Hrsg.): Perspektiven für die Steuerharmonisierung im Gemeinsamen Markt;;Berlin;Deutsche Gesellschaft für Betriebswirtschaft;;leave;994635;;;;;;
Kobler Marx;0;0;Der Begriff der Steuerbelastung und die Methoden ihrer Messung;0;0;0;-;116;Druckerzeugnis;Dissertation der Uni Zürich;OF 103;Zürich;A. Fricker;1954;bestcase;349416;;;;;;
Morgan David R. England Robert E.;0;0;Evaluating a Community Development Block Grant Program;Elite and Program Recipient Views;0;0;0-313-25953-4;31-43;Druckerzeugnis;In: Busson-Terry- Coulter-Philip: Policy Evaluation for Local Government;;New York;Greenwood;;leave;994653;;;;;;
Jones Rowan;0;0;An Indictment of Performance Measurement in the Public Sector;0;0;0;3.258.04888.6;43-59;Druckerzeugnis;In: Buschor-Ernst- Schedler-Kuno (Editors)- und andere: Perspectives on Performance Measurement and Public Sector Accounting;;Bern;Paul Haupt;;leave;994662;;;;;;
Naschold Frieder;Pröhl Marga;0;Produktivität öffentlicher Dienstleistungen;Bd. 2;0;0;3-89204-145-8;309;Druckerzeugnis;Dokumentation zum Symposium;EF 204 2;Gütersloh;Bertelsmann;1995;replacefromSwissbib;995467;25511998;0;0;https://www.swissbib.ch/Record/025511998;;
Reineke Ulrich;0;0;Segmentationstheorien des Arbeitsmarktes und Beschäftigungsniveau;0;0;0;3.8204.9671.8;297;Druckerzeugnis;Eine Auseinandersetzung mit der theoretischen und empirischen Relevanz der Entkopplungshypothese;AG 310;Frankfurt;Peter Lang;1986;HSB01duplicate;994679;198456;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=198456;;
OECD;0;0;Positive Adjustment Policies;0;0;0;92.64.12402.0;116;Druckerzeugnis;Managing Structural Change;AG 371;Paris;OECD;1983;HSB01duplicate;994685;340581;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=340581;;
Heinemann Klaus;0;0;Wirtschaftssoziologische Probleme freiwilliger Vereinigungen;0;0;0;3.17.008828.9;115-129;Druckerzeugnis;In: Milde Hellmuth, Monissen Hans G.: Rationale Wirtschaftspolitk in komplexen Gesellschaften;;Stuttgart;W. Kohlhammer;1985;leave;994695;;;;;;
OECD;0;0;Pay Reform in the Public Service;0;0;0;92-64-15293-8;58;Druckerzeugnis;Initial Impact on Pay Dispersion in Australia, Sweden and The United Kingdom;EH 140;Paris;OECD;1996;bestcase;123075;;;;;;
Kanton Zug. Staatskanzlei;0;0;Staatsrechnung 2006 des eidgenössischen Standes Zug;0;0;0;-;238;Druckerzeugnis;0;YL3 040 3;Zug;Kanton Zug;2007;journal;;;;;;;
Buschor Ernst;0;0;Leistungen und Grenzen der Finanzplanung in der Schweiz;0;0;0;-;Dez 22;Druckerzeugnis;In: In: Buschor Ernst/Crivelli Achille/Jans Armin/Klöti Ulrich/Siegenthaler Peter/Wegelin Fritz/Werder Hans (Hrsg.), Regierungsrichtlinien und Finanzplanung - eine kritische Bilanz;;;;;leave;994721;;;;;;
Häfelin Ulrich;Haller Walter;0;Schweizerisches Bundesstaatsrecht;0;0;0;3 7255 4033 0;85;Druckerzeugnis;Supplement zur 4. Auflage 'Die neue Bundesverfassung';WB 162 2;Zürich;Schulthess;2000;HSB01duplicate;994731;162582;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=162582;;
Zwicky Heinrich;0;0;Politische Aktivität-Illegitimität und Stabilisierung Eine Untersuchung kontextueller Determinanten von Bürgeraktivitäten und Unzufriedenheit in der Schweiz;0;0;0;3.7253.0174.3;325;Druckerzeugnis;Zürcher Dissertation;AK 1094;Diessenhofen;Rüegger;1982;bestcase;107523;;;;;;
